x,y,z,var.x,var.y 
151.100000,0.100000,151.100000,5.008727,0.000218 
151.200000,0.100000,151.200000,5.009337,0.000129 
151.300000,0.100000,151.300000,5.006846,-0.000201 
151.400000,0.100000,151.400000,5.004280,-0.000400 
151.500000,0.100000,151.500000,5.005403,-0.000195 
151.600000,0.100000,151.600000,5.009473,0.000224 
151.700000,0.100000,151.700000,5.011721,0.000443 
151.800000,0.100000,151.800000,5.009154,0.000334 
151.900000,0.100000,151.900000,5.004259,0.000179 
152.000000,0.100000,152.000000,5.001984,0.000230 
152.100000,0.100000,152.100000,5.003885,0.000293 
152.200000,0.100000,152.200000,5.006625,-0.000110 
152.300000,0.100000,152.300000,5.006517,-0.001108 
152.400000,0.100000,152.400000,5.004482,-0.002104 
152.500000,0.100000,152.500000,5.005448,-0.002126 
152.600000,0.100000,152.600000,5.012598,-0.000626 
152.700000,0.100000,152.700000,5.022629,0.001989 
